Crop_Category,Crop_Variety,Seed_Type,Temperature_Avg_C,Temperature_Min_C,Temperature_Max_C,Rainfall_mm,Humidity_Percent,Sunshine_Hours,Growing_Season_Days,Soil_pH,Nitrogen_kg_per_ha,Phosphorus_kg_per_ha,Potassium_kg_per_ha,Organic_Matter_Percent,Soil_Type,Soil_Moisture_Percent,Irrigation_Type,Season,Previous_Crop,Farm_Size_ha,Fertilizer_Nitrogen_kg_per_ha,Fertilizer_Phosphorus_kg_per_ha,Fertilizer_Potassium_kg_per_ha,Pesticide_Usage,Yield_tons_per_ha
Maize,Maize (Sweet Corn),HYV,24.89,17.33,34.66,775.88,72.23,7.89,91,6.78,104.12,60.83,52.28,2.22,Loamy,68.47,Sprinkler,Rabi,Fallow,2.75,105.02,66.12,53.77,0,7.532
Millet,Millet (Pearl/Bajra),HYV,29.44,21.97,39.32,407.73,40.05,8.78,87,6.82,48.53,28.41,21.3,2.6,Sandy,39.78,Sprinkler,Kharif,Millet,12.58,56.35,31.47,24.06,0,1.64
Maize,Maize (Popcorn),Hybrid,26.82,20.6,34.79,557.87,61.88,6.76,85,6.38,84.47,59.58,47.53,3.54,Sandy,69.77,Drip,Rabi,Millet,16.44,91.5,45.93,47.89,1,7.304
Soybean,Soybean (Food Grade),HYV,24.16,16.95,32.84,728.61,72.08,8.87,91,6.02,26.55,40.08,39.94,2.14,Alluvial,61.84,Rainfed,Kharif,Soybean,16.91,26.99,48.65,38.46,0,2.84
Wheat,Wheat (Sharbati),HYV,21.47,13.84,32.55,503.33,50.98,8.0,122,6.64,92.02,41.95,31.42,2.17,Black,59.97,Drip,Rabi,Cotton,4.19,97.63,45.91,36.58,1,4.702
Millet,Millet (Foxtail),HYV,28.18,20.63,35.82,431.82,62.14,9.36,78,7.16,31.15,23.49,16.51,1.44,Loamy,58.23,Sprinkler,Kharif,Rice,5.58,30.5,19.06,19.29,1,1.648
Soybean,Soybean (Oil Grade),Traditional,26.86,21.5,36.95,884.36,78.15,7.26,107,6.14,21.64,55.77,35.32,3.68,Clayey,69.18,Sprinkler,Kharif,Rice,5.72,18.12,46.03,33.65,1,3.116
Soybean,Soybean (Food Grade),HYV,25.37,18.12,36.7,726.05,64.76,7.06,100,6.52,27.96,40.22,30.74,3.34,Alluvial,52.29,Rainfed,Kharif,Pulses,2.08,25.76,47.17,37.9,1,1.771
Wheat,Wheat (Common),Hybrid,17.37,11.49,28.36,508.45,57.68,8.0,121,6.26,84.75,42.35,34.8,2.3,Loamy,56.79,Sprinkler,Rabi,Maize,5.17,102.19,49.71,35.67,1,4.545
Millet,Millet (Foxtail),HYV,28.78,22.03,36.25,415.74,50.72,7.2,64,5.51,32.96,15.92,16.28,2.49,Red,44.99,Sprinkler,Kharif,Wheat,16.33,30.66,22.1,16.05,1,1.786
Maize,Maize (Sweet Corn),Hybrid,24.75,17.91,35.1,520.55,71.92,6.85,97,6.2,106.79,59.02,43.4,4.78,Loamy,67.64,Rainfed,Kharif,Pulses,1.15,120.73,61.49,48.42,1,7.824
Wheat,Wheat (Sharbati),Hybrid,20.16,14.47,30.09,472.8,60.43,7.74,129,7.32,95.54,49.77,30.2,2.42,Desert,63.26,Sprinkler,Zaid,Wheat,16.32,102.72,54.67,40.43,1,3.473
Maize,Maize (Feed Corn),Traditional,27.63,20.72,36.08,642.45,77.23,7.69,111,6.59,131.77,61.76,64.37,4.17,Red,60.88,Sprinkler,Kharif,Fallow,3.87,71.21,42.06,36.15,1,7.936
Soybean,Soybean (Food Grade),HYV,24.18,16.46,33.04,648.49,64.19,6.93,101,7.17,28.65,57.67,36.14,3.17,Alluvial,72.03,Flood,Kharif,Cotton,4.79,20.01,58.55,37.94,1,1.761
Soybean,Soybean (Oil Grade),Hybrid,25.96,18.71,37.29,775.01,68.13,6.42,108,6.45,25.86,59.85,39.95,2.98,Alluvial,78.48,Sprinkler,Kharif,Millet,6.41,27.25,57.27,44.18,1,3.61
Maize,Maize (Feed Corn),HYV,28.25,20.38,36.81,681.39,72.91,8.73,107,6.17,123.94,74.07,52.58,4.45,Alluvial,68.65,Flood,Kharif,Pulses,11.85,183.85,88.15,85.49,1,10.281
Millet,Millet (Sorghum/Jowar),Hybrid,28.09,22.31,36.36,622.33,54.23,7.89,99,6.36,63.78,37.32,27.4,3.16,Black,64.19,Sprinkler,Kharif,Cotton,7.1,78.05,33.63,28.0,1,4.34
Wheat,Wheat (Sharbati),Traditional,19.62,13.55,28.51,473.4,50.3,9.19,131,6.33,91.71,47.46,30.92,3.75,Loamy,58.18,Flood,Rabi,Fallow,12.3,69.73,37.37,28.42,1,4.169
Millet,Millet (Sorghum/Jowar),Hybrid,28.23,22.11,40.17,441.38,67.04,9.77,104,7.63,79.81,36.69,30.88,2.72,Black,53.32,Sprinkler,Kharif,Pulses,6.6,58.37,35.08,28.12,1,2.479
Maize,Maize (Feed Corn),Hybrid,23.22,17.39,33.36,554.56,61.51,7.23,92,6.88,146.83,60.93,62.47,4.25,Alluvial,74.93,Flood,Kharif,Wheat,10.03,144.91,80.25,72.68,1,9.809
Millet,Millet (Sorghum/Jowar),Traditional,30.57,22.91,41.92,569.6,69.72,9.22,100,7.45,61.76,35.75,26.32,2.87,Red,44.86,Flood,Zaid,Millet,6.73,57.18,30.63,26.75,1,2.221
Soybean,Soybean (Oil Grade),Hybrid,28.18,20.55,37.35,944.85,70.85,8.81,107,7.4,20.98,53.68,43.08,3.6,Laterite,61.96,Rainfed,Kharif,Fallow,10.88,23.68,62.08,39.28,1,3.125
Millet,Millet (Finger/Ragi),Traditional,25.37,20.28,37.35,629.47,56.73,9.04,125,6.47,32.01,26.12,15.05,3.45,Red,53.02,Drip,Kharif,Millet,4.09,31.19,17.37,12.56,1,3.22
Maize,Maize (Popcorn),Hybrid,25.53,20.08,36.62,625.73,61.19,7.01,93,6.78,90.93,42.01,44.57,3.83,Alluvial,52.09,Flood,Rabi,Cotton,8.86,76.5,55.91,38.21,1,5.051
Maize,Maize (Sweet Corn),Hybrid,26.18,18.54,35.26,588.5,69.4,8.17,84,5.86,107.19,61.89,50.48,4.18,Loamy,72.08,Flood,Zaid,Sugarcane,10.44,120.64,76.7,59.63,1,6.969
Millet,Millet (Sorghum/Jowar),Hybrid,30.41,23.48,37.65,649.69,56.59,7.51,118,7.73,68.25,37.62,30.36,2.65,Loamy,64.05,Sprinkler,Kharif,Sugarcane,7.21,70.96,36.67,24.03,1,2.006
Maize,Maize (Popcorn),HYV,22.34,14.58,33.61,505.84,58.21,7.71,88,6.05,92.39,51.52,46.63,3.98,Black,64.59,Sprinkler,Kharif,Pulses,15.57,80.91,53.33,48.76,1,5.488
Wheat,Wheat (Common),Traditional,17.31,9.81,25.69,499.18,57.62,8.71,116,6.99,98.91,41.63,39.84,2.57,Loamy,69.35,Sprinkler,Rabi,Sugarcane,13.11,76.3,39.53,29.74,1,4.091
Millet,Millet (Finger/Ragi),HYV,28.75,21.73,37.06,454.11,64.81,8.23,121,5.78,41.32,20.96,20.41,2.52,Black,41.62,Drip,Kharif,Fallow,11.49,32.95,28.42,20.44,1,3.795
Maize,Maize (Feed Corn),Hybrid,28.64,21.44,35.77,633.83,74.75,8.04,90,6.0,122.89,76.13,56.83,4.33,Red,78.29,Sprinkler,Kharif,Rice,8.12,134.58,56.18,52.17,1,11.7
Wheat,Wheat (Sharbati),Hybrid,18.56,11.23,25.88,502.65,51.85,8.67,135,6.69,85.59,40.32,36.62,3.74,Laterite,58.34,Sprinkler,Rabi,Fallow,7.08,137.71,64.25,52.26,0,4.671
Rice,Rice (Non-Basmati),Hybrid,27.23,21.49,38.89,1477.86,85.79,6.31,115,6.16,81.07,48.89,42.12,3.86,Clayey,80.49,Sprinkler,Kharif,Soybean,6.11,131.52,45.05,50.34,0,5.443
Wheat,Wheat (Durum),Traditional,19.84,12.26,29.36,491.6,62.26,7.86,130,6.76,92.69,45.49,35.97,3.23,Alluvial,47.95,Drip,Rabi,Millet,1.3,99.04,55.98,39.21,0,4.895
Millet,Millet (Foxtail),Traditional,28.5,22.24,35.53,354.2,45.13,9.5,77,6.6,37.45,20.13,18.35,1.92,Red,40.89,Drip,Rabi,Pulses,14.64,31.16,18.21,12.08,1,0.879
Millet,Millet (Finger/Ragi),Traditional,31.02,23.45,41.94,461.47,61.2,8.32,114,5.96,41.44,20.54,20.51,3.05,Black,54.11,Rainfed,Zaid,Millet,7.41,26.16,18.84,12.14,0,1.111
Soybean,Soybean (Food Grade),Hybrid,29.87,24.78,40.36,639.94,78.85,8.88,101,6.76,29.01,46.79,36.38,3.58,Alluvial,73.28,Rainfed,Kharif,Millet,8.29,18.78,38.44,34.47,1,2.199
Maize,Maize (Popcorn),HYV,22.11,15.51,33.28,645.19,68.27,7.65,85,6.81,96.44,49.13,41.08,2.92,Alluvial,55.61,Drip,Rabi,Wheat,19.69,90.64,58.96,43.6,1,4.661
Millet,Millet (Sorghum/Jowar),Traditional,30.99,24.95,38.59,562.62,61.03,9.48,119,7.63,66.25,34.22,27.76,3.13,Black,51.88,Sprinkler,Rabi,Sugarcane,9.35,53.01,25.45,26.16,0,2.74
Millet,Millet (Foxtail),HYV,26.31,18.71,37.86,457.4,47.43,9.15,73,6.26,39.83,18.68,16.75,1.87,Loamy,48.81,Rainfed,Rabi,Pulses,19.76,33.22,21.47,15.36,1,2.003
Millet,Millet (Pearl/Bajra),Hybrid,28.58,20.7,37.48,378.21,42.31,10.48,71,7.1,50.62,28.69,27.79,1.57,Red,43.05,Sprinkler,Kharif,Fallow,12.6,45.46,32.22,31.48,1,2.738
Rice,Rice (Non-Basmati),Hybrid,30.24,24.05,38.6,1101.69,84.4,8.5,116,5.83,118.97,52.57,49.01,2.24,Black,81.74,Sprinkler,Kharif,Sugarcane,12.69,141.75,76.47,73.56,1,6.651
Soybean,Soybean (Food Grade),Hybrid,26.83,19.28,34.35,720.51,61.88,8.03,102,6.44,28.45,59.9,37.28,2.02,Black,74.34,Rainfed,Kharif,Maize,18.08,24.22,49.92,33.61,1,3.761
Soybean,Soybean (Food Grade),Hybrid,28.06,21.76,36.37,884.43,64.2,8.53,90,6.73,28.51,48.23,32.22,2.86,Black,58.19,Rainfed,Kharif,Wheat,19.24,20.71,55.66,28.43,1,1.505
Maize,Maize (Feed Corn),HYV,27.51,19.84,37.14,614.19,76.35,8.72,94,6.29,145.68,79.92,63.87,2.47,Alluvial,71.84,Flood,Kharif,Wheat,13.86,146.42,73.7,63.52,1,6.111
Rice,Rice (Non-Basmati),Traditional,31.28,23.39,39.9,1499.35,74.21,7.64,121,7.23,104.29,40.0,56.11,2.99,Loamy,73.01,Sprinkler,Kharif,Pulses,19.46,54.99,30.77,25.55,1,6.155
Millet,Millet (Foxtail),Traditional,26.85,21.25,34.01,379.87,51.94,8.22,69,6.09,31.96,21.19,16.72,1.81,Loamy,49.76,Rainfed,Rabi,Soybean,14.5,25.23,12.24,12.29,1,1.406
Rice,Rice (Sona Masuri),Hybrid,26.77,20.91,36.84,1074.07,83.63,7.23,130,6.11,84.82,36.01,43.13,4.49,Loamy,79.71,Flood,Kharif,Millet,0.92,79.93,40.43,47.29,0,5.398
Wheat,Wheat (Common),HYV,18.85,13.6,29.75,466.87,63.32,8.04,116,7.4,96.46,42.82,30.33,2.68,Black,42.76,Sprinkler,Rabi,Cotton,11.68,82.74,38.6,32.14,1,4.491
Rice,Rice (Sona Masuri),HYV,27.14,19.59,38.76,1280.07,70.45,8.36,129,6.86,81.39,43.8,43.24,2.2,Red,65.18,Flood,Kharif,Sugarcane,8.69,74.94,37.1,35.04,1,3.772
Wheat,Wheat (Common),Traditional,18.28,12.14,29.0,449.69,60.84,8.98,127,6.49,82.76,42.82,39.64,2.54,Black,68.02,Flood,Rabi,Maize,13.5,67.07,37.12,31.17,0,4.367
Rice,Rice (Sona Masuri),Hybrid,26.98,20.14,38.95,1146.11,78.29,6.98,130,6.8,73.58,44.0,36.52,2.24,Alluvial,76.32,Sprinkler,Kharif,Maize,9.49,67.07,40.22,41.25,1,5.553
Maize,Maize (Feed Corn),HYV,25.15,18.02,34.19,577.97,74.49,6.55,117,5.99,129.5,79.84,57.22,3.57,Red,61.87,Flood,Kharif,Pulses,10.4,123.36,69.48,60.98,1,8.008
Rice,Rice (Basmati),Traditional,25.93,18.94,37.34,1407.06,80.28,6.33,134,6.01,78.49,34.43,35.53,2.76,Alluvial,78.56,Drip,Kharif,Millet,12.83,43.95,22.57,26.54,1,4.35
Rice,Rice (Non-Basmati),Hybrid,27.59,21.58,38.8,1113.64,74.6,8.71,126,7.11,110.46,54.78,55.0,2.43,Laterite,67.48,Sprinkler,Kharif,Wheat,18.28,101.31,47.49,53.38,1,7.232
Soybean,Soybean (Oil Grade),HYV,29.93,22.48,38.84,878.79,65.0,7.49,118,6.2,20.5,51.65,35.05,2.55,Red,61.07,Rainfed,Kharif,Pulses,1.41,20.89,37.1,28.79,1,3.767
Millet,Millet (Sorghum/Jowar),Hybrid,29.16,23.8,37.35,604.95,63.13,8.89,93,6.21,65.77,35.75,29.36,2.51,Black,45.32,Sprinkler,Rabi,Wheat,8.32,81.51,33.62,34.75,1,2.088
Millet,Millet (Pearl/Bajra),Hybrid,31.26,23.43,41.58,497.87,48.54,10.57,89,7.46,43.9,22.63,24.63,2.17,Loamy,31.53,Rainfed,Kharif,Sugarcane,15.72,45.57,32.79,27.95,1,1.272
Rice,Rice (Sona Masuri),Traditional,29.06,22.64,38.15,1354.83,73.68,7.19,122,6.92,73.87,44.01,36.42,3.27,Loamy,76.09,Sprinkler,Kharif,Wheat,8.56,66.82,32.06,30.22,1,6.615
Rice,Rice (Basmati),Traditional,28.82,21.79,39.69,1475.72,81.65,7.83,140,6.1,69.49,35.61,36.28,4.07,Alluvial,66.33,Flood,Kharif,Cotton,16.94,60.66,27.61,25.47,1,4.592
Millet,Millet (Foxtail),Traditional,26.67,20.86,35.78,333.05,47.26,8.34,72,7.31,30.77,21.28,15.17,2.53,Sandy,49.29,Sprinkler,Kharif,Sugarcane,1.81,35.02,21.44,16.58,1,1.707
Soybean,Soybean (Oil Grade),Hybrid,25.74,18.59,33.27,734.23,71.15,6.64,109,6.15,20.86,68.5,43.38,2.49,Alluvial,62.51,Flood,Kharif,Fallow,15.09,36.33,91.76,54.26,1,3.813
Soybean,Soybean (Oil Grade),HYV,27.12,21.22,37.53,875.26,67.31,7.99,106,6.83,21.36,55.25,36.03,2.41,Red,56.95,Rainfed,Kharif,Pulses,12.21,29.27,58.7,37.99,0,3.716
Soybean,Soybean (Oil Grade),Hybrid,27.92,21.33,38.47,854.03,72.29,8.14,99,6.38,20.1,52.33,40.07,2.82,Alluvial,71.74,Sprinkler,Kharif,Millet,18.27,28.63,64.6,45.48,1,3.526
Rice,Rice (Non-Basmati),Hybrid,31.3,25.07,41.37,1364.12,77.58,7.16,132,5.65,116.8,50.61,47.93,3.61,Black,80.71,Sprinkler,Kharif,Sugarcane,10.34,91.09,60.65,56.03,1,9.1
Millet,Millet (Foxtail),Hybrid,31.26,26.2,39.98,349.44,57.75,9.93,72,7.21,38.67,17.87,15.39,2.73,Loamy,55.03,Rainfed,Kharif,Cotton,16.69,33.14,14.91,15.07,1,1.515
Millet,Millet (Finger/Ragi),HYV,29.37,24.25,37.27,660.54,56.13,7.63,126,7.0,30.09,20.4,19.66,2.2,Black,42.33,Rainfed,Kharif,Cotton,12.01,37.36,22.02,22.46,1,1.258
Millet,Millet (Finger/Ragi),Traditional,26.68,21.27,36.77,510.01,62.43,7.74,123,6.41,44.26,22.09,18.94,2.07,Loamy,60.86,Sprinkler,Kharif,Sugarcane,5.94,20.69,14.91,15.28,0,1.967
Rice,Rice (Sona Masuri),HYV,26.6,19.26,35.45,1271.75,80.07,8.38,124,6.29,78.85,40.4,39.63,3.26,Desert,65.09,Flood,Kharif,Rice,0.61,78.61,36.26,42.78,1,4.382
Rice,Rice (Sona Masuri),Hybrid,28.94,21.59,36.0,1275.12,74.79,6.67,137,6.66,75.1,36.92,38.78,2.98,Loamy,81.85,Flood,Kharif,Pulses,4.55,56.63,28.07,30.19,0,5.515
Millet,Millet (Sorghum/Jowar),HYV,27.73,21.28,38.01,487.14,62.78,7.16,99,6.1,66.79,32.64,29.61,2.21,Black,62.27,Rainfed,Rabi,Maize,11.67,64.13,33.78,32.07,1,3.061
Soybean,Soybean (Food Grade),Hybrid,27.51,19.73,37.97,652.71,70.49,6.83,96,6.53,21.64,55.1,32.0,3.66,Sandy,66.15,Sprinkler,Kharif,Wheat,14.4,37.36,64.29,39.96,1,2.258
Soybean,Soybean (Food Grade),HYV,24.1,17.99,31.52,614.63,60.09,6.06,103,6.03,20.74,48.22,34.07,2.53,Alluvial,66.61,Rainfed,Kharif,Pulses,14.19,27.59,56.55,34.7,1,2.581
Rice,Rice (Basmati),Hybrid,25.81,18.02,36.85,1316.7,83.07,8.41,141,6.62,77.67,33.24,31.22,3.07,Clayey,82.67,Sprinkler,Kharif,Maize,0.64,70.89,34.32,36.71,1,4.74
Maize,Maize (Feed Corn),Hybrid,28.96,22.22,36.96,815.4,64.17,6.8,111,7.31,126.64,66.13,54.32,4.9,Desert,62.49,Flood,Kharif,Sugarcane,14.41,147.03,74.33,69.41,1,7.957
Maize,Maize (Feed Corn),HYV,27.51,20.01,36.98,799.6,76.34,7.59,103,7.37,144.36,61.95,67.18,2.45,Alluvial,59.37,Flood,Kharif,Pulses,11.48,145.69,62.25,69.55,1,4.663
Maize,Maize (Sweet Corn),Traditional,26.0,18.64,33.32,505.72,64.67,7.93,88,6.02,107.23,65.77,54.62,4.3,Loamy,53.99,Drip,Kharif,Rice,2.89,92.83,48.58,37.34,0,4.68
Maize,Maize (Sweet Corn),HYV,26.03,20.21,34.02,644.2,69.29,7.86,94,6.99,117.2,54.78,55.17,3.71,Alluvial,51.76,Sprinkler,Rabi,Rice,18.64,86.69,52.42,44.84,1,6.114
Millet,Millet (Sorghum/Jowar),HYV,31.41,24.57,43.12,561.96,57.27,9.09,105,7.79,68.8,34.24,28.37,2.81,Red,46.67,Rainfed,Rabi,Soybean,16.55,75.43,30.74,30.96,1,3.423
Millet,Millet (Pearl/Bajra),Hybrid,28.05,21.88,37.77,428.84,46.3,10.8,69,6.62,57.96,22.55,20.92,2.68,Black,47.44,Rainfed,Rabi,Cotton,4.4,46.94,29.77,24.33,1,1.934
Millet,Millet (Sorghum/Jowar),HYV,30.95,23.55,40.48,448.59,58.28,9.89,107,7.97,68.4,38.03,26.56,3.49,Clayey,63.01,Sprinkler,Rabi,Soybean,16.32,74.55,33.63,25.47,1,2.119
Millet,Millet (Foxtail),HYV,27.0,20.98,34.45,516.56,60.3,7.72,61,6.97,34.29,17.72,17.69,1.69,Red,42.32,Rainfed,Kharif,Cotton,9.58,38.99,20.18,18.23,1,1.359
Wheat,Wheat (Common),Traditional,17.82,9.93,28.69,447.57,69.27,7.42,115,7.21,92.07,49.94,30.69,2.11,Clayey,45.97,Flood,Rabi,Cotton,6.41,75.67,38.55,30.1,1,3.026
Rice,Rice (Sona Masuri),Hybrid,28.6,22.84,40.59,1106.78,73.46,7.87,133,6.75,80.06,44.85,44.63,2.68,Black,69.67,Flood,Kharif,Millet,7.86,98.56,39.07,44.88,1,5.666
Maize,Maize (Popcorn),Hybrid,23.55,15.9,34.87,611.99,64.45,7.79,87,6.99,94.62,44.45,43.46,2.42,Black,67.24,Sprinkler,Kharif,Soybean,8.48,97.11,52.5,51.26,1,6.869
Rice,Rice (Non-Basmati),Traditional,26.88,19.37,36.01,1210.73,71.73,7.25,120,6.13,95.37,58.19,56.74,4.0,Black,71.67,Flood,Kharif,Pulses,13.5,78.35,42.51,43.92,1,4.659
Millet,Millet (Pearl/Bajra),Traditional,31.65,26.31,41.69,448.32,58.26,10.62,66,6.63,51.98,22.15,23.73,1.9,Black,46.85,Sprinkler,Kharif,Rice,19.1,38.94,18.14,22.14,1,2.998
Millet,Millet (Pearl/Bajra),HYV,33.69,26.67,44.26,483.34,43.02,10.05,69,7.96,54.18,23.74,29.1,1.46,Loamy,41.69,Sprinkler,Kharif,Rice,6.35,42.37,27.17,21.26,0,2.447
Millet,Millet (Finger/Ragi),Traditional,30.71,24.42,40.01,686.31,51.36,8.78,114,6.01,38.44,23.74,20.06,2.96,Black,47.94,Sprinkler,Kharif,Fallow,2.68,31.59,23.4,12.52,1,3.24
Rice,Rice (Sona Masuri),Hybrid,26.1,19.92,37.19,1130.64,79.74,8.98,139,6.88,71.56,36.21,44.88,3.22,Sandy,65.96,Drip,Rabi,Sugarcane,5.84,87.81,40.34,43.48,1,5.937
Wheat,Wheat (Common),HYV,19.7,12.5,31.52,510.54,61.11,8.44,119,6.72,84.39,40.01,38.13,3.92,Black,68.92,Sprinkler,Zaid,Pulses,3.66,94.86,43.99,37.81,1,3.626
Maize,Maize (Sweet Corn),HYV,27.13,21.7,38.45,645.85,61.52,6.14,96,7.0,111.5,67.8,50.03,3.75,Loamy,61.36,Drip,Rabi,Maize,15.66,91.56,55.98,38.75,0,7.621
Millet,Millet (Sorghum/Jowar),HYV,28.23,22.41,37.87,407.95,66.53,8.36,97,6.9,68.48,39.23,27.14,3.05,Black,42.83,Sprinkler,Rabi,Wheat,16.26,76.16,33.45,34.5,1,1.852
Soybean,Soybean (Food Grade),Hybrid,27.17,20.76,38.59,710.67,69.12,8.64,99,6.26,29.34,43.04,36.81,3.73,Clayey,68.82,Sprinkler,Kharif,Fallow,1.72,28.88,56.54,35.44,1,3.739
Rice,Rice (Sona Masuri),Hybrid,28.43,22.37,38.56,1307.93,79.54,8.48,128,6.06,76.25,36.94,39.43,4.37,Loamy,73.45,Rainfed,Kharif,Sugarcane,5.85,62.9,27.67,34.44,1,5.203
Rice,Rice (Sona Masuri),Traditional,29.8,23.07,40.97,1087.23,82.5,6.28,129,6.03,79.78,42.91,36.66,2.27,Loamy,63.84,Flood,Kharif,Pulses,15.85,56.81,34.26,32.02,1,5.917
Maize,Maize (Sweet Corn),HYV,23.37,16.71,32.78,629.5,60.5,8.09,97,6.95,109.15,53.81,47.4,4.79,Laterite,52.88,Drip,Rabi,Cotton,3.47,112.66,66.63,51.92,0,6.066
Millet,Millet (Foxtail),Traditional,27.27,21.5,34.72,432.51,57.76,7.15,68,6.36,34.68,24.85,17.22,1.93,Clayey,55.71,Flood,Rabi,Pulses,11.15,27.11,18.05,12.06,0,1.364
Millet,Millet (Pearl/Bajra),Traditional,29.43,23.39,38.16,299.89,51.99,8.25,75,7.51,41.16,22.5,24.7,2.43,Red,45.39,Rainfed,Kharif,Rice,15.89,39.16,16.76,18.23,1,2.011
Wheat,Wheat (Sharbati),HYV,17.31,10.9,27.67,597.93,61.52,9.99,126,6.71,81.78,45.17,31.3,2.2,Sandy,47.75,Sprinkler,Rabi,Cotton,18.68,76.49,41.3,28.58,1,5.126
Millet,Millet (Finger/Ragi),Hybrid,28.71,23.04,38.43,522.11,61.11,8.61,117,6.0,31.89,29.29,16.95,2.21,Red,44.64,Sprinkler,Zaid,Millet,0.58,52.73,25.14,21.89,1,2.823
Millet,Millet (Foxtail),Hybrid,27.51,20.56,35.78,353.22,63.74,9.88,84,7.33,30.24,24.04,17.85,2.7,Loamy,51.89,Rainfed,Rabi,Wheat,13.53,37.13,15.43,15.88,1,2.358
Millet,Millet (Finger/Ragi),HYV,27.75,22.59,35.38,672.38,69.01,7.7,121,5.16,39.07,28.75,18.69,2.83,Laterite,50.77,Rainfed,Kharif,Sugarcane,13.09,36.49,17.94,19.9,1,2.389
Maize,Maize (Feed Corn),Traditional,23.16,16.03,31.27,675.95,64.45,6.36,110,6.1,141.99,73.42,51.23,2.45,Sandy,62.97,Sprinkler,Kharif,Sugarcane,11.76,136.94,80.7,68.68,1,5.191
Rice,Rice (Non-Basmati),Traditional,30.41,23.09,41.46,1385.38,70.21,8.29,122,6.55,117.07,40.63,55.47,2.16,Alluvial,65.95,Sprinkler,Kharif,Soybean,8.93,72.9,32.74,37.08,1,5.792
Maize,Maize (Sweet Corn),HYV,26.85,19.19,33.88,792.25,66.33,6.29,82,6.73,103.04,58.04,40.94,2.35,Black,52.04,Flood,Kharif,Cotton,14.59,112.42,67.42,55.08,1,6.719
Millet,Millet (Sorghum/Jowar),Traditional,31.21,24.43,42.54,423.37,62.33,9.77,124,7.37,61.9,33.83,31.19,1.78,Desert,56.69,Drip,Kharif,Fallow,9.39,54.82,26.31,25.42,1,1.618
Wheat,Wheat (Common),HYV,21.53,13.64,28.65,402.27,54.21,9.4,116,6.97,89.0,46.79,36.67,2.04,Loamy,55.23,Flood,Zaid,Millet,15.66,82.34,45.26,30.22,1,4.343
Rice,Rice (Non-Basmati),Traditional,28.02,21.06,39.65,1223.87,87.1,8.76,139,6.6,84.22,59.83,44.88,2.6,Clayey,78.17,Sprinkler,Kharif,Fallow,10.2,75.01,47.26,44.13,1,5.669
Maize,Maize (Feed Corn),HYV,23.63,17.73,33.0,780.45,79.69,7.88,90,5.76,130.73,67.18,58.49,4.55,Loamy,76.23,Flood,Kharif,Pulses,6.38,122.73,70.63,50.02,1,9.347
Soybean,Soybean (Food Grade),Traditional,28.23,21.81,39.83,751.66,73.3,8.32,97,6.85,24.49,59.83,37.98,2.26,Red,74.4,Rainfed,Zaid,Pulses,7.47,20.56,41.22,24.99,1,1.146
Millet,Millet (Finger/Ragi),Traditional,25.52,20.02,36.74,540.28,68.85,7.47,122,6.13,45.65,24.72,23.58,1.56,Sandy,46.71,Rainfed,Kharif,Wheat,17.94,27.37,20.56,15.84,1,1.795
Maize,Maize (Feed Corn),HYV,25.1,18.12,33.97,665.79,73.51,7.15,95,7.19,131.48,76.11,61.35,2.63,Black,63.77,Drip,Kharif,Pulses,3.52,132.62,77.33,55.96,0,7.587
Rice,Rice (Non-Basmati),Traditional,27.09,19.11,34.78,1379.67,83.3,8.81,113,5.99,102.9,59.07,54.71,4.07,Loamy,83.87,Flood,Kharif,Soybean,18.53,51.8,23.86,31.66,1,6.169
Millet,Millet (Finger/Ragi),Traditional,28.74,23.73,37.75,648.4,55.18,9.88,109,6.69,35.46,23.38,19.19,1.7,Loamy,63.03,Sprinkler,Kharif,Rice,12.82,23.14,19.58,13.1,1,1.557
Wheat,Wheat (Durum),Hybrid,18.69,12.98,30.29,457.91,63.12,8.92,139,6.49,90.92,41.48,37.03,3.53,Black,49.08,Rainfed,Rabi,Pulses,3.66,83.21,52.41,32.85,0,4.785
Maize,Maize (Sweet Corn),Hybrid,22.11,15.34,33.28,623.15,71.21,6.45,80,6.06,110.97,60.47,52.59,3.39,Alluvial,68.35,Drip,Kharif,Maize,10.18,131.17,61.37,45.29,1,5.697
Rice,Rice (Basmati),HYV,28.85,22.84,40.56,1264.86,80.99,8.77,142,7.15,74.04,33.31,36.76,3.19,Clayey,78.91,Flood,Kharif,Sugarcane,6.7,64.87,29.47,26.15,1,3.079
Maize,Maize (Feed Corn),Traditional,25.34,20.22,32.75,811.72,76.12,6.06,104,5.89,140.52,65.94,50.83,2.91,Black,60.27,Drip,Kharif,Soybean,6.26,113.37,50.48,44.49,0,6.781
Wheat,Wheat (Common),Traditional,20.06,13.52,30.16,588.65,62.56,7.77,111,6.96,95.64,40.5,35.64,2.63,Alluvial,66.88,Flood,Rabi,Soybean,9.25,74.92,32.6,25.16,0,5.074
Maize,Maize (Feed Corn),Traditional,28.36,21.94,40.04,801.32,67.68,6.67,93,7.06,127.55,67.81,50.95,3.95,Desert,72.19,Flood,Kharif,Wheat,8.52,110.87,63.05,47.27,0,6.666
Soybean,Soybean (Oil Grade),Traditional,26.04,18.97,36.58,686.04,79.63,6.51,98,6.63,20.72,52.55,39.36,2.04,Red,78.21,Sprinkler,Kharif,Maize,18.87,18.86,54.5,30.97,1,1.906
